key,e_star,best_val_acc,auc_val,final_gen_gap,train_acc_final,val_acc_final,n_epochs,test_acc_best,test_acc_final,test_loss_best,test_loss_final,ece_best,ece_final,entropy_mean_best,conf_mean_best,teacher_test_acc
"('breastcancer', 'cap', (128, 64), 2)",13,0.9450549483299255,30.747252881526947,0.05494505167007446,1.0,0.9450549483299255,34,0.956140350877193,0.956140350877193,0.0890684425830841,0.07276564836502075,0.03546847481476634,0.03813569901282327,0.12814755737781525,0.9511934518814087,1.0
"('breastcancer', 'cap', (32, 16), 3)",18,0.9780219793319702,36.49450558423996,0.01648351517352431,0.9945054945054945,0.9780219793319702,39,0.9736842105263158,0.9736842105263158,0.09380743652582169,0.08095111697912216,0.031163511569039855,0.019021553951397284,0.11636102199554443,0.954265832901001,0.9649122807017544
"('breastcancer', 'cap', (64, 32), 3)",18,0.9780219793319702,36.28021988272667,0.038461535841554095,0.9945054945054945,0.9560439586639404,39,0.9649122807017544,0.9736842105263158,0.09909761697053909,0.08364192396402359,0.03359067492317735,0.02172132855967472,0.1229083463549614,0.9500405192375183,0.956140350877193
"('breastcancer', 'cap', (128, 64), 3)",18,0.9780219793319702,36.47802206873894,0.010989009679018835,0.989010989010989,0.9780219793319702,39,0.9736842105263158,0.9824561403508771,0.0957341268658638,0.08298207819461823,0.03296832400455813,0.021301894857172373,0.11800897866487503,0.9523430466651917,0.956140350877193
"('breastcancer', 'cap', (32, 16), 4)",16,0.9560439586639404,33.73626387119293,0.038461535841554095,0.9945054945054945,0.9560439586639404,37,0.9649122807017544,0.9649122807017544,0.09453704953193665,0.08478839695453644,0.02836693640340839,0.033648290655069184,0.0916348248720169,0.9619646668434143,0.9649122807017544
"('breastcancer', 'cap', (64, 32), 4)",16,0.9560439586639404,33.72527486085892,0.03296703034704862,0.989010989010989,0.9560439586639404,37,0.956140350877193,0.956140350877193,0.09344716370105743,0.08629491925239563,0.028344499437432547,0.031574201688431856,0.09057650715112686,0.9627521634101868,0.9736842105263158
"('breastcancer', 'cap', (128, 64), 4)",16,0.9560439586639404,33.67582431435585,0.04945054617556899,0.9945054945054945,0.9450549483299255,37,0.956140350877193,0.9824561403508771,0.09503477811813354,0.08515201508998871,0.030674090510920484,0.030482186037197413,0.09056399762630463,0.9627678990364075,0.9736842105263158
"('breastcancer', 'cap', (32, 16), 5)",60,0.9890109896659851,77.92857155203819,-6.549960573920544e-10,0.989010989010989,0.9890109896659851,81,0.956140350877193,0.956140350877193,0.1552530825138092,0.14475159347057343,0.047811097743218414,0.04195808214053774,0.0837794616818428,0.9669841527938843,0.9649122807017544
"('breastcancer', 'cap', (64, 32), 5)",79,0.9780219793319702,96.39560455083847,0.01648351517352431,0.9945054945054945,0.9780219793319702,100,0.956140350877193,0.956140350877193,0.14470769464969635,0.13961711525917053,0.03544303408840246,0.03783231241661206,0.04887045919895172,0.9808465242385864,0.9736842105263158
"('breastcancer', 'cap', (128, 64), 5)",84,0.9890109896659851,101.96153858304024,-6.549960573920544e-10,0.989010989010989,0.9890109896659851,105,0.9473684210526315,0.9473684210526315,0.1670226752758026,0.1583467721939087,0.03977723759517335,0.0419255468929023,0.04833758994936943,0.9809020757675171,0.9736842105263158
"('breastcancer', 'cap', (32, 16), 6)",25,0.9560439586639404,42.554945200681686,0.016483513863532084,0.9725274725274725,0.9560439586639404,46,0.9824561403508771,1.0,0.041678838431835175,0.029981287196278572,0.03401937767079002,0.025759481547171604,0.09192927181720734,0.9690573811531067,0.9912280701754386
"('breastcancer', 'cap', (64, 32), 6)",25,0.9450549483299255,42.27472543716431,0.03296702969205245,0.978021978021978,0.9450549483299255,46,0.9912280701754386,0.9824561403508771,0.04068129137158394,0.03354625776410103,0.03206177761680201,0.026531810823239778,0.08605895936489105,0.972093403339386,0.9912280701754386
"('breastcancer', 'cap', (128, 64), 6)",25,0.9450549483299255,42.406593561172485,0.03296702969205245,0.978021978021978,0.9450549483299255,46,0.9824561403508771,0.9824561403508771,0.05607321485877037,0.04127659276127815,0.017159638174793143,0.017376953049709917,0.07854529470205307,0.9748106002807617,1.0
"('breastcancer', 'cap', (32, 16), 7)",112,0.9890109896659851,129.44505509734154,-6.549960573920544e-10,0.989010989010989,0.9890109896659851,133,0.9649122807017544,0.9649122807017544,0.07075522094964981,0.07090750336647034,0.025564078699078424,0.025450056582166387,0.04154249280691147,0.9848895072937012,0.9824561403508771
"('breastcancer', 'cap', (64, 32), 7)",111,0.9890109896659851,128.76373639702797,-6.549960573920544e-10,0.989010989010989,0.9890109896659851,132,0.9824561403508771,0.9824561403508771,0.06726918369531631,0.07048240303993225,0.020352035238031703,0.020915915568669584,0.03554573282599449,0.9879239201545715,0.9824561403508771
"('breastcancer', 'cap', (128, 64), 7)",103,0.9890109896659851,120.42307707667351,-6.549960573920544e-10,0.989010989010989,0.9890109896659851,124,0.9824561403508771,0.9824561403508771,0.07130640745162964,0.07300350815057755,0.020525877412996812,0.02111989416574179,0.028759891167283058,0.9896361827850342,0.9824561403508771
"('breastcancer', 'cap', (32, 16), 8)",19,0.9450549483299255,36.68131881952286,0.05494505167007446,1.0,0.9450549483299255,40,0.9649122807017544,0.956140350877193,0.10797478258609772,0.11677301675081253,0.03799375316552944,0.03502969103947021,0.09462008625268936,0.9626318216323853,0.9824561403508771
"('breastcancer', 'cap', (64, 32), 8)",19,0.9560439586639404,36.69230782985687,0.05494505167007446,1.0,0.9450549483299255,40,0.9736842105263158,0.9649122807017544,0.10821875929832458,0.1276359111070633,0.026460050490864542,0.023915348868620994,0.08420247584581375,0.966567873954773,0.9736842105263158
"('breastcancer', 'cap', (128, 64), 8)",24,0.9670329689979553,42.06593418121338,0.03296703100204468,1.0,0.9670329689979553,45,0.9736842105263158,0.9649122807017544,0.10782937705516815,0.12402508407831192,0.02277736391937523,0.02411521056242153,0.06966332346200943,0.9723734855651855,0.956140350877193
"('breastcancer', 'cap', (32, 16), 9)",46,0.9780219793319702,62.40109911561012,0.010989009679018835,0.989010989010989,0.9780219793319702,67,0.9649122807017544,0.9649122807017544,0.12564215064048767,0.1331806629896164,0.030943404687078367,0.035201769126088966,0.06749334186315536,0.9726493954658508,0.956140350877193
"('breastcancer', 'cap', (64, 32), 9)",46,0.9780219793319702,62.57692328095436,0.01648351517352431,0.9945054945054945,0.9780219793319702,67,0.9736842105263158,0.9736842105263158,0.12445870786905289,0.1302466094493866,0.03636818444519711,0.02387488306614387,0.06380061060190201,0.9724269509315491,0.956140350877193
"('breastcancer', 'cap', (128, 64), 9)",46,0.9670329689979553,62.17032989859581,0.005494504184513249,0.9835164835164835,0.9780219793319702,67,0.9736842105263158,0.9824561403508771,0.12335589528083801,0.12796662747859955,0.027407044381426084,0.03347722793880259,0.06581390649080276,0.9703042507171631,0.9649122807017544
"('breastcancer', 'cap', (32, 16), 10)",13,0.9670329689979553,31.29670339822769,0.03296703100204468,1.0,0.9670329689979553,34,0.956140350877193,0.9473684210526315,0.12093733996152878,0.13099510967731476,0.031063830643369476,0.03896497582134452,0.11186282336711884,0.958591103553772,0.9473684210526315
"('breastcancer', 'cap', (64, 32), 10)",13,0.9670329689979553,31.25824186205864,0.04395604133605957,1.0,0.9560439586639404,34,0.9649122807017544,0.9649122807017544,0.12063062936067581,0.13791222870349884,0.025081981169550058,0.03147278647673757,0.1069316416978836,0.9604940414428711,0.9473684210526315
